latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-31.79066,145.65535,342.01,0.49,0.4,2026-04-09,429,N,VIIRS,n,2,308.6,3.96,D,0
-31.78967,145.66055,337.62,0.49,0.4,2026-04-09,429,N,VIIRS,l,2,308.19,3.96,D,0
-31.78694,145.65439,353.29,0.49,0.4,2026-04-09,429,N,VIIRS,n,2,311.49,22.34,D,0
-31.54561,146.62561,333.7,0.55,0.43,2026-04-09,429,N,VIIRS,n,2,304.68,3.23,D,0
-31.48805,148.72165,339.61,0.47,0.48,2026-04-09,429,N,VIIRS,n,2,307.7,5.36,D,0
-31.48367,148.72038,336.37,0.47,0.48,2026-04-09,429,N,VIIRS,l,2,307.13,5.36,D,0
-31.3813,147.7466,340.91,0.42,0.45,2026-04-09,429,N,VIIRS,n,2,303.4,7.08,D,0
-30.70507,147.75504,353.33,0.43,0.46,2026-04-09,429,N,VIIRS,n,2,312.23,23.8,D,0
-30.70412,147.75957,335.11,0.43,0.46,2026-04-09,429,N,VIIRS,l,2,308.07,21.6,D,0
-30.70316,147.76411,348.01,0.43,0.46,2026-04-09,429,N,VIIRS,n,2,312.4,21.6,D,0
-30.70086,147.75386,337.84,0.43,0.46,2026-04-09,429,N,VIIRS,n,2,307.25,3.74,D,0
-30.6999,147.75839,337,0.43,0.46,2026-04-09,429,N,VIIRS,n,2,307.57,11.75,D,0
-30.69894,147.76294,354.61,0.43,0.46,2026-04-09,429,N,VIIRS,n,2,309.45,11.75,D,0
-30.05945,148.00563,342.42,0.46,0.47,2026-04-09,429,N,VIIRS,n,2,309.93,24.08,D,0
-30.05844,148.01042,357.34,0.46,0.47,2026-04-09,429,N,VIIRS,n,2,314.22,24.08,D,0
-30.0109,149.18155,339.33,0.54,0.51,2026-04-09,429,N,VIIRS,n,2,306.21,3.38,D,0
-29.84736,149.15706,346.6,0.54,0.51,2026-04-09,429,N,VIIRS,n,2,307.06,6.84,D,0
-29.72013,148.35336,341.61,0.49,0.49,2026-04-09,429,N,VIIRS,n,2,308.37,5.06,D,0
-29.71903,148.35843,348.12,0.49,0.49,2026-04-09,429,N,VIIRS,n,2,309.18,5.06,D,0
-29.71458,148.35719,339.25,0.49,0.49,2026-04-09,429,N,VIIRS,n,2,309.88,3.79,D,0
-29.40355,148.45284,344.53,0.5,0.49,2026-04-09,429,N,VIIRS,n,2,310.52,11.11,D,0
-29.40243,148.45805,345.13,0.5,0.49,2026-04-09,429,N,VIIRS,n,2,309.41,27.83,D,0
-29.4013,148.46326,343.39,0.5,0.49,2026-04-09,429,N,VIIRS,n,2,307.44,27.83,D,0
-29.39903,148.4516,367,0.5,0.49,2026-04-09,429,N,VIIRS,h,2,310.41,11.11,D,0
-29.39792,148.45679,355.28,0.5,0.49,2026-04-09,429,N,VIIRS,n,2,312.79,27.83,D,0
-29.39679,148.46201,352.44,0.5,0.49,2026-04-09,429,N,VIIRS,n,2,314.12,27.83,D,0
-29.39567,148.46722,342.76,0.5,0.49,2026-04-09,429,N,VIIRS,n,2,306.78,15.54,D,0
-29.3934,148.45552,344.28,0.5,0.49,2026-04-09,429,N,VIIRS,n,2,307.11,27.74,D,0
-29.39228,148.46074,352.42,0.5,0.49,2026-04-09,429,N,VIIRS,n,2,314.24,27.74,D,0
-29.39116,148.46596,352.17,0.5,0.49,2026-04-09,429,N,VIIRS,n,2,315.47,24.15,D,0
-29.38665,148.46469,367,0.5,0.49,2026-04-09,429,N,VIIRS,h,2,309.27,24.15,D,0
-29.38552,148.46991,337.97,0.5,0.49,2026-04-09,429,N,VIIRS,n,2,307.87,24.15,D,0
-29.17096,150.21764,339.03,0.32,0.55,2026-04-09,429,N,VIIRS,l,2,309.83,2.65,D,0
-29.17019,150.22092,344.86,0.32,0.55,2026-04-09,429,N,VIIRS,n,2,309.99,2.65,D,0
-29.16518,150.21945,336.19,0.32,0.55,2026-04-09,429,N,VIIRS,l,2,308.07,2.89,D,0
-29.10658,148.70192,340.02,0.53,0.5,2026-04-09,429,N,VIIRS,n,2,309,4.43,D,0
-28.89772,148.65636,335.6,0.53,0.5,2026-04-09,429,N,VIIRS,l,2,307.94,2.32,D,0
-28.89653,148.66182,332.99,0.53,0.5,2026-04-09,429,N,VIIRS,l,2,306.46,2.32,D,0
-28.88168,148.64035,347.67,0.53,0.5,2026-04-09,429,N,VIIRS,n,2,309.66,6.17,D,0
-28.87707,148.63907,335.87,0.53,0.5,2026-04-09,429,N,VIIRS,l,2,310.72,2.92,D,0
-28.78703,148.50763,346.63,0.52,0.5,2026-04-09,429,N,VIIRS,n,2,311.45,8.31,D,0
-28.78245,148.50636,342.05,0.52,0.5,2026-04-09,429,N,VIIRS,n,2,309.43,8.31,D,0
-28.69217,153.32843,336.94,0.49,0.65,2026-04-09,429,N,VIIRS,n,2,292.49,6.71,D,0
-28.69116,153.33212,367,0.49,0.65,2026-04-09,429,N,VIIRS,h,2,293.86,10.87,D,0
-28.6908,153.33376,350.8,0.49,0.65,2026-04-09,429,N,VIIRS,n,2,292.83,6.71,D,0
-28.57425,153.03169,329.91,0.48,0.65,2026-04-09,429,N,VIIRS,n,2,294.94,2.43,D,0
-28.54382,150.04082,335.12,0.32,0.55,2026-04-09,429,N,VIIRS,l,2,309.82,3.13,D,0
-28.54305,150.04413,349.26,0.32,0.55,2026-04-09,429,N,VIIRS,n,2,310.89,3.13,D,0
-28.54227,150.04745,352.11,0.32,0.55,2026-04-09,429,N,VIIRS,n,2,310.59,3.8,D,0
-28.5415,150.05077,334.63,0.32,0.55,2026-04-09,429,N,VIIRS,l,2,309.5,3.8,D,0
-28.53647,150.04932,346.91,0.32,0.55,2026-04-09,429,N,VIIRS,n,2,308.78,2.77,D,0
-28.5357,150.05261,335.97,0.32,0.55,2026-04-09,429,N,VIIRS,l,2,308.53,2.93,D,0
-28.53514,150.04665,333.3,0.32,0.55,2026-04-09,429,N,VIIRS,l,2,306.78,2.13,D,0
-28.53438,150.04997,345.27,0.32,0.55,2026-04-09,429,N,VIIRS,n,2,307.55,4.07,D,0
-28.53363,150.0533,343.73,0.32,0.55,2026-04-09,429,N,VIIRS,n,2,309.25,4.07,D,0
-28.53144,150.04787,331.73,0.32,0.55,2026-04-09,429,N,VIIRS,l,2,305.44,2.77,D,0
-28.53066,150.05116,337.87,0.32,0.55,2026-04-09,429,N,VIIRS,n,2,306.18,2.93,D,0
-28.52989,150.05449,339.96,0.32,0.55,2026-04-09,429,N,VIIRS,n,2,306.42,2.93,D,0
-28.19813,149.96674,339.43,0.33,0.55,2026-04-09,429,N,VIIRS,n,2,308.28,2.26,D,0
-30.13066,152.38257,297.3,0.58,0.69,2026-04-09,1405,N,VIIRS,n,2,285.51,0.75,N,0
-28.68921,153.3278,302.16,0.55,0.68,2026-04-09,1405,N,VIIRS,n,2,287.97,1.08,N,0
-28.68792,153.32941,300.47,0.55,0.68,2026-04-09,1405,N,VIIRS,n,2,288.09,1.06,N,0
-31.97339,151.58804,298.52,0.57,0.69,2026-04-09,1406,N,VIIRS,n,2,285.25,0.79,N,0
-31.97337,151.58829,302.36,0.57,0.69,2026-04-09,1406,N,VIIRS,n,2,285.51,0.7,N,0
-31.22217,152.01375,304.38,0.57,0.69,2026-04-09,1406,N,VIIRS,n,2,283.29,1.55,N,0
-31.21586,152.01581,304.18,0.57,0.69,2026-04-09,1406,N,VIIRS,n,2,284.17,0.86,N,0
-31.21564,152.01691,295.08,0.57,0.69,2026-04-09,1406,N,VIIRS,n,2,284.03,0.86,N,0
-34.46736,150.88921,302.08,0.54,0.68,2026-04-09,1407,N,VIIRS,n,2,287.78,1.16,N,2
-34.4596,150.88589,316,0.54,0.68,2026-04-09,1407,N,VIIRS,n,2,288,3.53,N,2
-34.45792,150.88008,325.51,0.54,0.68,2026-04-09,1407,N,VIIRS,n,2,288.23,3.53,N,2
-33.76667,150.84811,317.86,0.56,0.69,2026-04-09,1407,N,VIIRS,n,2,287.87,1.75,N,2
-33.76603,150.84848,315.54,0.56,0.69,2026-04-09,1407,N,VIIRS,n,2,287.73,2.19,N,2
-28.88117,148.63797,304.5,0.46,0.47,2026-04-09,1545,N,VIIRS,n,2,289.66,1.22,N,0
-28.80425,149.64525,304.63,0.52,0.5,2026-04-09,1545,N,VIIRS,n,2,288.14,1.3,N,0
-28.78448,148.60101,307.32,0.45,0.47,2026-04-09,1545,N,VIIRS,n,2,289.33,1.91,N,0
-28.78398,148.59628,316.05,0.45,0.47,2026-04-09,1545,N,VIIRS,n,2,290.5,1.91,N,0
-28.78347,148.59154,307.36,0.45,0.47,2026-04-09,1545,N,VIIRS,n,2,289.84,1.52,N,0
-28.78297,148.58682,313.02,0.45,0.47,2026-04-09,1545,N,VIIRS,n,2,289.12,1.52,N,0
-28.78061,148.60635,308.61,0.45,0.47,2026-04-09,1545,N,VIIRS,n,2,290.14,1.77,N,0
-28.78011,148.60162,327.59,0.45,0.47,2026-04-09,1545,N,VIIRS,n,2,292.03,1.91,N,0
-28.7796,148.59688,305.61,0.45,0.47,2026-04-09,1545,N,VIIRS,n,2,288.87,1.91,N,0
-28.77623,148.60696,313.72,0.45,0.47,2026-04-09,1545,N,VIIRS,n,2,290.49,1.58,N,0
-28.69133,153.33205,308.76,0.43,0.62,2026-04-09,1545,N,VIIRS,n,2,288.05,1.02,N,0
-28.39693,147.7986,300.24,0.4,0.45,2026-04-09,1545,N,VIIRS,n,2,290.22,0.42,N,0
-28.3923,147.79501,302.6,0.4,0.45,2026-04-09,1545,N,VIIRS,n,2,290.5,0.64,N,0
-28.29981,149.85425,316.39,0.53,0.5,2026-04-09,1545,N,VIIRS,n,2,291.52,2.12,N,0
-28.29511,149.85483,319.81,0.53,0.5,2026-04-09,1545,N,VIIRS,n,2,291.67,2.27,N,0
-28.16759,146.50871,303.32,0.52,0.41,2026-04-09,1545,N,VIIRS,n,2,292.89,2.98,N,0
-28.16674,146.50995,320.17,0.52,0.41,2026-04-09,1545,N,VIIRS,n,2,293.47,1.76,N,0
-28.16375,146.50931,334.04,0.52,0.41,2026-04-09,1545,N,VIIRS,n,2,294.61,2.98,N,0
-28.16289,146.51056,329.87,0.52,0.41,2026-04-09,1545,N,VIIRS,n,2,293.96,2.22,N,0
-32.46843,151.07431,296.6,0.35,0.57,2026-04-09,1546,N,VIIRS,n,2,286.04,0.53,N,0
-32.24614,150.8429,300.42,0.34,0.56,2026-04-09,1546,N,VIIRS,n,2,289.67,1.03,N,0
-31.783,148.89127,308.42,0.51,0.49,2026-04-09,1546,N,VIIRS,n,2,269.73,1.97,N,0
-31.78249,148.88585,335.8,0.51,0.49,2026-04-09,1546,N,VIIRS,n,2,274.68,6.3,N,0
-31.77992,148.85875,301.42,0.51,0.49,2026-04-09,1546,N,VIIRS,n,2,271.63,1.41,N,0
-31.22171,152.01276,300.49,0.38,0.59,2026-04-09,1546,N,VIIRS,n,2,283.53,0.88,N,0
-31.21619,152.01352,298.15,0.38,0.59,2026-04-09,1546,N,VIIRS,n,2,284.45,0.5,N,0
-31.1737,146.90839,323.08,0.39,0.44,2026-04-09,1546,N,VIIRS,n,2,290.46,4.76,N,0
-31.17323,146.90422,306.34,0.39,0.44,2026-04-09,1546,N,VIIRS,n,2,287.45,3.34,N,0
-30.66194,147.72803,297.28,0.43,0.46,2026-04-09,1546,N,VIIRS,n,2,281.02,1.22,N,0
-30.65967,147.73018,305.86,0.43,0.46,2026-04-09,1546,N,VIIRS,n,2,280.58,1.09,N,0
-30.05694,148.009,314.88,0.44,0.46,2026-04-09,1546,N,VIIRS,n,2,289.77,1.8,N,0
-30.05646,148.00441,302.86,0.43,0.46,2026-04-09,1546,N,VIIRS,n,2,289.39,1.08,N,0
-29.84417,149.15796,300.52,0.5,0.49,2026-04-09,1546,N,VIIRS,n,2,288.71,0.72,N,0
-29.71626,148.3577,315.65,0.45,0.47,2026-04-09,1546,N,VIIRS,n,2,289.12,2.12,N,0
-29.71576,148.35295,322.14,0.45,0.47,2026-04-09,1546,N,VIIRS,n,2,289.53,3.18,N,0
-29.39931,148.4606,305.24,0.45,0.47,2026-04-09,1546,N,VIIRS,n,2,290.2,1.57,N,0
-29.39881,148.45584,327.65,0.45,0.47,2026-04-09,1546,N,VIIRS,n,2,290.75,2.11,N,0
-29.39831,148.4511,314.15,0.45,0.47,2026-04-09,1546,N,VIIRS,n,2,289.49,2.11,N,0
-29.39494,148.4612,308.76,0.45,0.47,2026-04-09,1546,N,VIIRS,n,2,290.29,1.57,N,0
-29.39444,148.45644,302.15,0.45,0.47,2026-04-09,1546,N,VIIRS,n,2,290.34,2.11,N,0
-29.39107,148.46657,305.23,0.45,0.47,2026-04-09,1546,N,VIIRS,n,2,290.47,1.58,N,0
-29.39057,148.46179,308.7,0.45,0.47,2026-04-09,1546,N,VIIRS,n,2,290.67,1.58,N,0
-28.86679,147.71753,315.37,0.41,0.45,2026-04-09,1546,N,VIIRS,n,2,290.42,1.88,N,0
-28.86633,147.71329,312.05,0.41,0.45,2026-04-09,1546,N,VIIRS,n,2,290.52,1.09,N,0
-28.86217,147.71391,300.67,0.41,0.45,2026-04-09,1546,N,VIIRS,n,2,290.25,1.09,N,0
-35.28786,149.82141,296.31,0.63,0.54,2026-04-09,1547,N,VIIRS,n,2,284.02,1.42,N,0
-35.28516,149.82314,299.71,0.63,0.54,2026-04-09,1547,N,VIIRS,n,2,284.3,2.82,N,0
-35.28466,149.81616,295.24,0.63,0.54,2026-04-09,1547,N,VIIRS,n,2,284.13,1.78,N,0
-35.28334,149.82919,295.9,0.63,0.54,2026-04-09,1547,N,VIIRS,n,2,284.28,2.45,N,0
-35.2828,149.8222,298.03,0.63,0.54,2026-04-09,1547,N,VIIRS,n,2,284.54,1.42,N,0
-35.27877,149.83655,297,0.63,0.54,2026-04-09,1547,N,VIIRS,n,2,284.07,1.52,N,0
-35.27597,149.83824,303.22,0.63,0.54,2026-04-09,1547,N,VIIRS,n,2,284.56,2.97,N,0
-35.27369,149.83727,299.97,0.63,0.54,2026-04-09,1547,N,VIIRS,n,2,284.67,1.52,N,0
-34.89627,143.02332,318.31,0.43,0.38,2026-04-09,1547,N,VIIRS,n,2,286.66,1.7,N,0
-34.46714,150.89433,306.22,0.35,0.57,2026-04-09,1547,N,VIIRS,n,2,289.16,0.87,N,2
-34.46687,150.89032,318.42,0.35,0.57,2026-04-09,1547,N,VIIRS,n,2,288.77,0.94,N,2
-34.46659,150.88632,304.47,0.35,0.57,2026-04-09,1547,N,VIIRS,n,2,286.99,0.94,N,2
-34.46124,150.88692,309.93,0.35,0.57,2026-04-09,1547,N,VIIRS,n,2,288.87,2.33,N,2
-34.46096,150.8829,338.41,0.35,0.57,2026-04-09,1547,N,VIIRS,n,2,289.25,1.89,N,2
-34.46069,150.87894,303.59,0.35,0.57,2026-04-09,1547,N,VIIRS,n,2,288,1.89,N,2
-34.45534,150.87952,306.18,0.35,0.57,2026-04-09,1547,N,VIIRS,n,2,287.67,1.89,N,2
-34.45507,150.87553,308.5,0.35,0.57,2026-04-09,1547,N,VIIRS,n,2,288.14,1.81,N,2
-34.0475,150.97284,302.07,0.35,0.57,2026-04-09,1547,N,VIIRS,n,2,285.9,0.48,N,0
-33.76638,150.84843,303.42,0.35,0.56,2026-04-09,1547,N,VIIRS,n,2,287.48,0.68,N,2
-37.83411,144.78966,301.31,0.55,0.42,2026-04-09,1548,N,VIIRS,n,2,284.18,1.43,N,2
-37.78541,144.72839,303.57,0.54,0.42,2026-04-09,1548,N,VIIRS,n,2,285.75,0.92,N,2
-37.78319,144.72766,297.11,0.54,0.42,2026-04-09,1548,N,VIIRS,n,2,285.53,0.94,N,2
-37.16482,145.43481,298.7,0.38,0.44,2026-04-09,1548,N,VIIRS,n,2,288.05,0.45,N,0
-37.16436,145.43042,299.09,0.38,0.43,2026-04-09,1548,N,VIIRS,n,2,287.58,0.45,N,0
-36.31883,143.30199,295.16,0.46,0.39,2026-04-09,1548,N,VIIRS,n,2,284.89,0.5,N,0
